Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070
IMAGE-GNM;SSP2_oct2020;BRIC;iNmanure_crops;kgN/yr;7251162114.0;7744720410.0;8708247860.0;9968822260.0;11220393450.0;13268648090.0;13859894350.0;14679544500.0;15112748750.0;15612677340.0;16503354300.0;17184622870.0;17835902720.0;18274055950.0;18661098900.0;18958481370.0;19203568699.4;19317013680.0;19407522960.0;19422624560.0;19427536100.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNmanure_crops;kgN/yr;6086266400.0;6443978010.0;6529502802.0;6332814770.0;5977980680.0;6593429710.0;6270231012.0;5958993588.0;5695349446.0;5659189296.0;5741340512.0;5839173176.0;5949965576.0;6036058840.0;6119614396.0;6197423496.0;6270817728.0;6378259512.0;6492186864.0;6601804990.0;6749938662.0
IMAGE-GNM;SSP2_oct2020;ROW;iNmanure_crops;kgN/yr;7423476641.5;8201523993.0;9236837952.0;9904847456.0;10533826572.0;10727283817.9;11006088174.0;12139439556.0;14017559916.0;15492570254.0;16819397454.0;18137029826.0;19399091636.0;20577110432.0;21583396728.0;22274513246.0;23024560608.0;23835220070.0;24599860848.0;25100624926.0;25596249783.2
IMAGE-GNM;SSP2_oct2020;WRLD;iNmanure_crops;kgN/yr;20760902100.0;22390220600.0;24474588400.0;26206486400.0;27732200000.0;30589360000.0;31136211500.0;32777979200.0;34825655500.0;36764436300.0;39064093600.0;41160827000.0;43184961500.0;44887227200.0;46364111200.0;47430414100.0;48498944100.0;49530489700.0;50499569000.0;51125055900.0;51773722800.0
IMAGE-GNM;SSP2_oct2020;BRIC;iNmanure_grass;kgN/yr;11522648100.0;12974525190.0;14076867520.0;14869012500.0;16223896270.0;16535356330.0;16767338750.0;17298024090.0;17165110510.0;17373718890.0;17972874850.0;18664725270.0;19311481090.0;19734043480.0;20158442990.0;20364009720.0;20579706972.0;20935126730.0;21307107100.0;21490057020.0;21678452950.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNmanure_grass;kgN/yr;18592459880.0;19632458104.0;18788716312.0;18604197328.0;17956831080.0;15698275238.0;15352923980.0;14951385680.0;14367383984.0;14015088060.0;14289160282.0;14568390300.0;14822868020.0;15148507802.0;15471474556.0;15891685786.0;16305483872.0;16911957768.0;17502987902.0;17979247416.0;18405622846.0
IMAGE-GNM;SSP2_oct2020;ROW;iNmanure_grass;kgN/yr;21203430778.1;22109229187.1;23982986024.6;24744543065.7;25837144049.9;26588316303.7;27420753203.4;29258981824.2;30338917001.5;31237456599.2;32510287281.8;33902166641.8;35056229499.2;36073941465.6;37062874089.9;37800234215.1;38344287333.6;39170600181.0;40030736427.5;40585934269.0;41170901336.9
IMAGE-GNM;SSP2_oct2020;WRLD;iNmanure_grass;kgN/yr;51318540000.0;54716211000.0;56848568000.0;58217757000.0;60017877000.0;58821946000.0;59541014000.0;61508397000.0;61871411000.0;62626259000.0;64772323000.0;67135288000.0;69190576000.0;70956493000.0;72692785000.0;74055928000.0;75229477000.0;77017688000.0;78840830000.0;80055243000.0;81254975000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iNfertilizer;kgN/yr;7496877037.0;11971999346.0;20953792616.0;26071438972.0;32426427018.0;35813453330.0;35739867069.8;42683291158.0;51175107693.8;53784749220.0;58520200605.0;61516595100.0;64893909970.0;66322941980.0;67864588568.0;68827940052.0;69970876446.0;70908972638.0;71927528244.0;72851808724.0;73743166352.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfertilizer;kgN/yr;17663559729.5;22620419972.5;26348818695.0;27059148229.0;26078955910.0;25403273585.0;25002125661.5;25505728757.0;25506711425.5;28635093191.5;29102565776.5;29175180984.0;30163963740.5;30989989978.5;31877771917.0;32545758184.0;33190463623.0;33817248578.0;34458163903.0;34922616270.5;35312406236.5
IMAGE-GNM;SSP2_oct2020;ROW;iNfertilizer;kgN/yr;5899200744.14;9001508301.2;12397591657.4;16187079439.0;17814995576.1;16525882759.6;19609676057.0;21461494857.8;23804647862.9;26454541412.0;32225238131.1;36834149743.4;41306099839.0;45388192511.2;49571236133.4;53413212618.3;57329870434.9;59648319001.2;62171753886.2;64198196847.4;66264024983.1
IMAGE-GNM;SSP2_oct2020;WRLD;iNfertilizer;kgN/yr;31059636200.0;43593920800.0;59700204400.0;69317661600.0;76320366500.0;77742606000.0;80351663300.0;89650499600.0;1.004864638e+11;1.088743741e+11;1.198480023e+11;1.275259339e+11;1.363639763e+11;1.427011335e+11;1.493135919e+11;1.547869089e+11;1.60491224e+11;1.643745473e+11;1.68557442e+11;1.719726095e+11;1.753195938e+11
IMAGE-GNM;SSP2_oct2020;BRIC;iNfertilizer_arable;kgN/yr;7484736814.0;11953293574.0;20933039410.0;26042157918.0;32402563270.0;35803359018.0;35739390892.0;42679840856.0;51172480020.0;53778804910.0;58192945830.0;61141856570.0;64464998420.0;65859314170.0;67354787868.0;68309315792.0;69447192476.0;70370692188.0;71361187764.0;72270294104.0;73165821132.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfertilizer_arable;kgN/yr;15296809077.0;19552438030.5;22803811128.0;23236785509.0;22738530325.0;22195877543.0;21998330473.5;22612368453.0;22805688453.5;25866454533.5;27443066788.5;28677832444.0;29734212642.5;30687222950.5;31634677063.0;32290981554.0;32932067681.0;33553407990.0;34188062705.0;34657032738.5;35048831412.5
IMAGE-GNM;SSP2_oct2020;ROW;iNfertilizer_arable;kgN/yr;5820886869.56;8875825022.0;12241026038.5;15951077767.4;17561580249.5;16307301023.6;19350937895.0;21158078698.8;23479451403.5;26134111660.0;30350621073.0;34242859662.0;38075599772.0;41597598757.0;45272839717.5;48660856923.0;52206690116.5;54307057006.5;56558916438.5;58363753076.0;60050270450.5
IMAGE-GNM;SSP2_oct2020;WRLD;iNfertilizer_arable;kgN/yr;28602431200.0;40381549900.0;55977877900.0;65230016200.0;72702662100.0;74306533800.0;77088653800.0;86450272500.0;97457616700.0;1.057793615e+11;1.159866322e+11;1.240625567e+11;1.32274813e+11;1.381441446e+11;1.442622997e+11;1.492611525e+11;1.545859645e+11;1.582311637e+11;1.621081635e+11;1.652910663e+11;1.682649194e+11
IMAGE-GNM;SSP2_oct2020;BRIC;iNfertilizer_grass;kgN/yr;12140223.0;18705772.0;20753206.0;29281054.0;23863748.0;10094312.0;476177.78;3450302.0;2627673.8;5944310.0;327254775.0;374738530.0;428911550.0;463627810.0;509800700.0;518624260.0;523683970.0;538280450.0;566340480.0;581514620.0;577345220.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfertilizer_grass;kgN/yr;2366750652.5;3067981942.0;3545007567.0;3822362720.0;3340425585.0;3207396042.0;3003795188.0;2893360304.0;2701022972.0;2768638658.0;1659498988.0;497348540.0;429751098.0;302767028.0;243094854.0;254776630.0;258395942.0;263840588.0;270101198.0;265583532.0;263574824.0
IMAGE-GNM;SSP2_oct2020;ROW;iNfertilizer_grass;kgN/yr;78313874.58;125683279.2;156565618.9;236001671.6;253415326.6;218581736.0;258738162.0;303416159.0;325196459.4;320429752.0;1874617058.06;2591290081.44;3230500067.0;3790593754.19;4298396415.89;4752355695.27;5123180318.41;5341261994.72;5612837447.72;5834443771.38;6213754532.59
IMAGE-GNM;SSP2_oct2020;WRLD;iNfertilizer_grass;kgN/yr;2457205000.0;3212370900.0;3722326500.0;4087645400.0;3617704400.0;3436072200.0;3263009500.0;3200227100.0;3028847100.0;3095012600.0;3861370100.0;3463377200.0;4089163300.0;4556988900.0;5051292200.0;5525756400.0;5905259500.0;6143383600.0;6449278500.0;6681543200.0;7054674400.0
IMAGE-GNM;SSP2_oct2020;BRIC;iNfixation;kgN/yr;23605837400.0;23824126600.0;23956008800.0;24365095000.0;24682303200.0;25282474900.0;25979953900.0;26973908800.0;27949287900.0;29370172700.0;29922051000.0;30123088100.0;30361565200.0;30414516900.0;30528000400.0;30497611200.0;30467557400.0;30344058800.0;30226824500.0;30110983200.0;29990641400.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfixation;kgN/yr;16370314390.0;16848295920.0;17991433540.0;19626059740.0;19596261006.0;20274231782.0;20734030858.0;20985431034.0;20789378524.0;22236802478.0;22559635920.0;22805308194.0;22982852700.0;23068316108.0;23187950344.0;23185322118.0;23200518460.0;23202664556.0;23241836756.0;23228574376.0;23202735656.0
IMAGE-GNM;SSP2_oct2020;ROW;iNfixation;kgN/yr;47433822568.0;47380611774.0;47621404530.0;47864277852.0;47927212968.0;47929452488.0;48484973106.0;49269651058.0;49732944968.0;50969817728.0;51575963326.0;51995717506.0;52481834300.0;52847777862.0;53221425046.0;53514694480.0;53894838466.0;54144687798.0;54459433340.0;54663617252.0;54846141560.0
IMAGE-GNM;SSP2_oct2020;WRLD;iNfixation;kgN/yr;87409969000.0;88053033000.0;89568837000.0;91855438000.0;92205777000.0;93486158000.0;95198962000.0;97229001000.0;98471613000.0;1.025768e+11;1.04057655e+11;1.04924103e+11;1.05826255e+11;1.06330616e+11;1.06937368e+11;1.0719762e+11;1.07562905e+11;1.07691405e+11;1.07928085e+11;1.08003169e+11;1.08039525e+11
IMAGE-GNM;SSP2_oct2020;BRIC;iNfixation_agri;kgN/yr;7721377100.0;8315886700.0;8752176000.0;9485480300.0;10041152900.0;10944203000.0;11775995200.0;12862048100.0;13895364900.0;15482769500.0;16161467700.0;16529996500.0;16898977700.0;17062816900.0;17194468000.0;17192781800.0;17197706100.0;17217681800.0;17234626900.0;17257706000.0;17286404800.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfixation_agri;kgN/yr;8464212410.0;8954207390.0;10057024460.0;11642228420.0;11499123146.0;12142154672.0;12534274088.0;12526286664.0;11957581364.0;13282089798.0;13620072350.0;13965529374.0;14193989440.0;14292577248.0;14415643234.0;14455165468.0;14515106460.0;14557491756.0;14599923806.0;14623998826.0;14644009896.0
IMAGE-GNM;SSP2_oct2020;ROW;iNfixation_agri;kgN/yr;12947335208.0;13145446414.0;13531122720.0;14177050612.0;14629105698.0;15153238428.0;16093078586.0;17405367088.0;18402993588.0;19950353018.0;21076433246.0;22203703206.0;23336285930.0;24391287942.0;25422428656.0;26371220720.0;27334320956.0;28078738738.0;28793170830.0;29454002882.0;30144792420.0
IMAGE-GNM;SSP2_oct2020;WRLD;iNfixation_agri;kgN/yr;29132925000.0;30415542000.0;32340320000.0;35304759000.0;36169380000.0;38239601000.0;40403354000.0;42793710000.0;44255937000.0;48715211000.0;50857976000.0;52699222000.0;54429254000.0;55746687000.0;57032540000.0;58019160000.0;59047133000.0;59853906000.0;60627710000.0;61335704000.0;62075212000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iNfixation_arable;kgN/yr;4447605900.0;4905666110.0;5150916870.0;5730971700.0;6146265015.0;6908304315.0;7661508045.0;8809386295.0;9837932960.0;11434267335.0;12069193625.0;12398429365.0;12723944625.0;12857121440.0;12957768680.0;12923579270.0;12898235115.0;12875430990.0;12852105090.0;12828801265.0;12813210440.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfixation_arable;kgN/yr;4708422746.35;5188503565.8;6345436382.95;7966587736.55;7863849111.75;8495036720.95;8928344116.6;8974442911.95;8497721806.85;9880505242.45;10227817690.1;10569297785.1;10793219646.2;10886457053.0;11002909586.9;11035886368.2;11079574348.0;11111129536.0;11144149918.6;11157283028.5;11165854569.1
IMAGE-GNM;SSP2_oct2020;ROW;iNfixation_arable;kgN/yr;4651334046.75;4826104484.75;5194392594.65;5759212981.6;6153623613.15;6571729182.55;7428548090.35;8683212765.9;9623250813.3;11182219126.0;12247729987.9;13303594355.9;14362550351.8;15357245972.8;16327841998.6;17230445274.9;18137560563.4;18825199223.8;19480406134.3;20096490566.7;20741469001.4
IMAGE-GNM;SSP2_oct2020;WRLD;iNfixation_arable;kgN/yr;13807363000.0;14920276000.0;16690742000.0;19456772000.0;20163736000.0;21975075000.0;24018406000.0;26467052000.0;27958901000.0;32496990000.0;34544744000.0;36271315000.0;37879714000.0;39100831000.0;40288520000.0;41189904000.0;42115369000.0;42811752000.0;43476650000.0;44082572000.0;44720538000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iNfixation_grass;kgN/yr;3273771200.0;3410220590.0;3601259130.0;3754508600.0;3894887885.0;4035898685.0;4114487155.0;4052661805.0;4057431940.0;4048502165.0;4092274075.0;4131567135.0;4175033075.0;4205695460.0;4236699320.0;4269202530.0;4299470985.0;4342250810.0;4382521810.0;4428904735.0;4473194360.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfixation_grass;kgN/yr;3755789663.65;3765703824.2;3711588077.05;3675640683.45;3635274034.25;3647117951.05;3605929971.4;3551843752.05;3459859557.15;3401584555.55;3392254659.85;3396231588.9;3400769793.85;3406120195.0;3412733647.1;3419279099.85;3435532112.05;3446362220.0;3455773887.45;3466715797.5;3478155326.85
IMAGE-GNM;SSP2_oct2020;ROW;iNfixation_grass;kgN/yr;8296001161.25;8319341929.25;8336730125.35;8417837630.4;8475482084.85;8581509245.45;8664530495.65;8722154322.1;8779742774.7;8768133891.95;8828703258.1;8900108850.1;8973735578.25;9034041969.2;9094586657.35;9140775445.05;9196760392.55;9253539514.25;9312764695.65;9357512315.35;9403323418.65
IMAGE-GNM;SSP2_oct2020;WRLD;iNfixation_grass;kgN/yr;15325562000.0;15495266000.0;15649578000.0;15847987000.0;16005644000.0;16264526000.0;16384948000.0;16326658000.0;16297036000.0;16218221000.0;16313232000.0;16427907000.0;16549540000.0;16645856000.0;16744020000.0;16829256000.0;16931764000.0;17042154000.0;17151060000.0;17253132000.0;17354674000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iNfixation_nat;kgN/yr;15884460300.0;15508239900.0;15203832800.0;14879614700.0;14641150300.0;14338271900.0;14203958700.0;14111860700.0;14053923000.0;13887403200.0;13760583300.0;13593091600.0;13462587500.0;13351700000.0;13333532400.0;13304829400.0;13269851300.0;13126377000.0;12992197600.0;12853277200.0;12704236600.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNfixation_nat;kgN/yr;7906101980.0;7894088530.0;7934409080.0;7983831320.0;8097137860.0;8132077110.0;8199756770.0;8459144370.0;8831797160.0;8954712680.0;8939563570.0;8839778820.0;8788863260.0;8775738860.0;8772307110.0;8730156650.0;8685412000.0;8645172800.0;8641912950.0;8604575550.0;8558725760.0
IMAGE-GNM;SSP2_oct2020;ROW;iNfixation_nat;kgN/yr;34486487360.0;34235165360.0;34090281810.0;33687227240.0;33298107270.0;32776214060.0;32391894520.0;31864283970.0;31329951380.0;31019464710.0;30499530080.0;29792014300.0;29145548370.0;28456489920.0;27798996390.0;27143473760.0;26560517510.0;26065949060.0;25666262510.0;25209614370.0;24701349140.0
IMAGE-GNM;SSP2_oct2020;WRLD;iNfixation_nat;kgN/yr;58277044000.0;57637491000.0;57228517000.0;56550679000.0;56036397000.0;55246557000.0;54795608000.0;54435291000.0;54215676000.0;53861589000.0;53199679000.0;52224881000.0;51397001000.0;50583929000.0;49904828000.0;49178460000.0;48515772000.0;47837499000.0;47300375000.0;46667465000.0;45964313000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iN_deposition_kg;kgN/yr;12359664620.0;13604395600.0;15708591200.0;17083763000.0;18435614600.0;17829647600.0;18458448000.0;20993745400.0;23904403900.0;25826236600.0;26969624100.0;27141143800.0;26347421600.0;26307523700.0;26072037800.0;25695138700.0;25210774800.0;24918796900.0;24678412200.0;24165240800.0;23686048900.0
IMAGE-GNM;SSP2_oct2020;INDUS;iN_deposition_kg;kgN/yr;16786433960.0;18101983780.0;19598675020.0;19048219520.0;19708545550.0;19329739440.0;20081420120.0;20559274630.0;19514676880.0;18961335600.0;18448105600.0;18013015980.0;17745564170.0;18013799450.0;18397781090.0;18855576660.0;19354043880.0;19622481970.0;19944002120.0;20170243800.0;20411538570.0
IMAGE-GNM;SSP2_oct2020;ROW;iN_deposition_kg;kgN/yr;18782093040.0;19360852420.0;21059945680.0;21960000850.0;23202519000.0;23451804750.0;24342432000.0;25601758630.0;27025504010.0;28282176900.0;29306520700.0;31055643670.0;33359306480.0;34733310460.0;36607864920.0;38302584860.0;39460217340.0;40107906060.0;40749237650.0;41548398910.0;42141454140.0
IMAGE-GNM;SSP2_oct2020;WRLD;iN_deposition_kg;kgN/yr;47928193000.0;51067236000.0;56367215000.0;58091983000.0;61346685000.0;60611191000.0;62882300000.0;67154780000.0;70444581000.0;73069740000.0;74724262000.0;76209807000.0;77452296000.0;79054643000.0;81077682000.0;82853315000.0;84025033000.0;84649189000.0;85371650000.0;85883879000.0;86239044000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iN_deposition_agri_kg;kgN/yr;4203518500.0;4804153460.0;5861958780.0;6752974010.0;7752378500.0;8250023500.0;8846218500.0;10264306300.0;11907135200.0;13100637100.0;13867891700.0;14108066600.0;13765649700.0;13802650700.0;13690184200.0;13494703800.0;13249702500.0;13138537500.0;13034994200.0;12791526600.0;12577623800.0
IMAGE-GNM;SSP2_oct2020;INDUS;iN_deposition_agri_kg;kgN/yr;9312988118.0;9977692160.0;10776954724.0;10450236358.0;10694106504.0;10348808180.0;10654638384.0;10720778434.0;10004392974.0;9522815978.0;9259217056.0;9154638624.0;9098079770.0;9215549106.0;9388749922.0;9624531986.0;9904766488.0;10061399104.0;10232666248.0;10362953346.0;10502608408.0
IMAGE-GNM;SSP2_oct2020;ROW;iN_deposition_agri_kg;kgN/yr;7541772720.0;7983603784.0;8710612122.0;9278658384.0;9798389836.0;9892404824.0;10252239014.0;11022027530.0;11881441266.0;12637545664.0;13402184586.0;14677549874.0;16211285952.0;17367957714.0;18772493042.0;20117996466.0;21195456826.0;21870099840.0;22490647154.0;23279081982.0;23935175092.0
IMAGE-GNM;SSP2_oct2020;WRLD;iN_deposition_agri_kg;kgN/yr;21058279000.0;22765451000.0;25349523000.0;26481869000.0;28244873000.0;28491239000.0;29753096000.0;32007109000.0;33792975000.0;35261002000.0;36529295000.0;37940257000.0;39075013000.0;40386163000.0;41851425000.0;43237241000.0;44349927000.0;45070037000.0;45758308000.0;46433559000.0;47015408000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iN_deposition_arable_kg;kgN/yr;2425522200.0;2746145160.0;3180258740.0;3688584930.0;4120589070.0;4129587920.0;4318311130.0;5030336710.0;5876410220.0;6639959720.0;7032599810.0;7185984640.0;7037978780.0;7138893770.0;7141137040.0;7082218210.0;7015790950.0;6977443300.0;6883997000.0;6742512460.0;6615727960.0
IMAGE-GNM;SSP2_oct2020;INDUS;iN_deposition_arable_kg;kgN/yr;5359444824.0;5754288530.0;6245898750.0;6091144786.0;6163486624.0;5851682494.0;5938996810.0;5815225562.0;5281311420.0;4988078998.0;4840296072.0;4811017622.0;4802992366.0;4844517758.0;4918231006.0;5027040324.0;5155266308.0;5239567034.0;5333138176.0;5407578082.0;5490691398.0
IMAGE-GNM;SSP2_oct2020;ROW;iN_deposition_arable_kg;kgN/yr;2590196254.0;2836254050.0;3153108282.0;3422044642.0;3672369054.0;3673578050.0;3797785612.0;4153622732.0;4620928168.0;5011973134.0;5476149432.0;6140426520.0;6991381458.0;7691285616.0;8488393052.0;9227030386.0;9861247126.0;10295236082.0;10660636630.0;11163759936.0;11647924672.0
IMAGE-GNM;SSP2_oct2020;WRLD;iN_deposition_arable_kg;kgN/yr;10375164000.0;11336688000.0;12579266000.0;13201775000.0;13956445000.0;13654849000.0;14055095000.0;14999186000.0;15778651000.0;16640010000.0;17349046000.0;18137426000.0;18832353000.0;19674698000.0;20547760000.0;21336287000.0;22032304000.0;22512249000.0;22877772000.0;23313848000.0;23754342000.0
IMAGE-GNM;SSP2_oct2020;BRIC;iN_deposition_gras_kg;kgN/yr;1777995646.0;2058010130.0;2681696830.0;3064383566.0;3631785668.0;4120434848.0;4527911188.0;5233968420.0;6030724312.0;6460675530.0;6835294066.0;6922079700.0;6727671460.0;6663758920.0;6549043320.0;6412480700.0;6233911330.0;6161090460.0;6150995570.0;6049013690.0;5961894110.0
IMAGE-GNM;SSP2_oct2020;INDUS;iN_deposition_gras_kg;kgN/yr;3953542966.0;4223404779.0;4531056011.5;4359090321.0;4530620684.0;4497126468.0;4715640332.5;4905553094.0;4723081778.0;4534736387.5;4418919853.0;4343622666.0;4295086762.2;4371032492.0;4470519520.5;4597491257.0;4749500984.0;4821832162.5;4899527337.5;4955374396.0;5011918161.0
IMAGE-GNM;SSP2_oct2020;ROW;iN_deposition_gras_kg;kgN/yr;4951575269.0;5147349456.06;5557504312.1;5856614625.0;6126020401.8;6218826317.5;6454452895.2;6868404673.8;7260513034.8;7625572016.0;7926034779.8;8537123684.5;9219904414.0;9676672531.2;10284101236.5;10890965196.5;11334210721.2;11574864408.5;11830010570.5;12115320847.5;12287248532.8
