Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070
IMAGE-GNM;SSP3_oct2020;WRLD;iN_deposition_gras_kg;kgN/yr;10683113000.0;11429208000.0;12771542000.0;13281508000.0;14291015000.0;14840834000.0;15704304000.0;17023645000.0;18046589000.0;18637439000.0;19249543000.0;20214370000.0;21234774000.0;22082939000.0;23278440000.0;24354284000.0;25328450000.0;25794185000.0;25732209000.0;25878651000.0;26071861000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iN_deposition_nat_kg;kgN/yr;8156147450.0;8802282560.0;9851234970.0;10336746540.0;10691486800.0;9591437770.0;9627137270.0;10743991760.0;12023696400.0;12753275500.0;13136332200.0;13140965800.0;12860371400.0;12740401500.0;12669478800.0;12475757100.0;12250882300.0;12102214300.0;11856729000.0;11665747100.0;11388075200.0
IMAGE-GNM;SSP3_oct2020;INDUS;iN_deposition_nat_kg;kgN/yr;7473445870.0;8124525200.0;8822002190.0;8598241440.0;9014447640.0;8981088390.0;9426842590.0;9839404490.0;9511865590.0;9449830510.0;9259401350.0;9182866370.0;9044487520.0;9078758980.0;9198553130.0;9415287790.0;9570897000.0;9594713180.0;9597196000.0;9637417970.0;9618843940.0
IMAGE-GNM;SSP3_oct2020;ROW;iN_deposition_nat_kg;kgN/yr;11240320192.0;11377361374.0;12349524462.0;12681652434.0;13404768350.0;13561265288.0;14090957024.0;14568279112.0;15171264298.0;15645169970.0;15934530430.0;16450121944.0;17391396410.0;17622755772.0;18171324052.0;18361688050.0;18423713100.0;18464302270.0;18320738300.0;18162497330.0;18137887360.0
IMAGE-GNM;SSP3_oct2020;WRLD;iN_deposition_nat_kg;kgN/yr;26869912000.0;28304171000.0;31022760000.0;31616643000.0;33110706000.0;32133792000.0;33144936000.0;35151671000.0;36706824000.0;37848273000.0;38330262000.0;38773957000.0;39296246000.0;39441916000.0;40039358000.0;40252735000.0;40245494000.0;40161231000.0;39774667000.0;39465665000.0;39144800000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iNuptake;kgN/yr;20961291186.0;24073051460.0;26998892122.0;30442686959.0;33817800780.0;36584258924.0;38530857584.0;42441291223.5;47602950481.0;52542263641.0;56228642697.0;59224116900.0;62167510693.0;64228564757.0;66051070351.0;67644708885.0;69411376958.0;70565648913.0;71604270279.0;72804538882.0;73932066966.0
IMAGE-GNM;SSP3_oct2020;INDUS;iNuptake;kgN/yr;32317201402.0;35360289598.5;38377071570.0;41291873787.2;40339452099.0;40038565849.0;41490970457.0;42195787332.9;42001791025.9;45397058963.8;45934787369.9;46488675342.5;47663677185.2;48931795514.5;50258961309.0;51547008419.0;52820103696.5;53621136346.0;54462687533.5;55421802651.3;56150120835.0
IMAGE-GNM;SSP3_oct2020;ROW;iNuptake;kgN/yr;31495038953.5;33297045938.8;35985922520.1;38877100307.5;41188785286.5;43110647129.3;46108881441.1;51637791614.5;56194786575.6;61975091467.8;67898128808.5;74941501328.8;81865549009.6;87747111046.3;93934418145.2;1.00002928625e+11;1.06008840219e+11;1.1022132563e+11;1.14290494697e+11;1.17497235119e+11;1.20707727088e+11
IMAGE-GNM;SSP3_oct2020;WRLD;iNuptake;kgN/yr;84773539300.0;92730387100.0;1.013618807e+11;1.106116512e+11;1.153460423e+11;1.197334722e+11;1.261307129e+11;1.362748811e+11;1.457995172e+11;1.599144193e+11;1.70061566e+11;1.80654282e+11;1.91696741e+11;2.00907483e+11;2.10244453e+11;2.19194638e+11;2.28240309e+11;2.34408096e+11;2.40357444e+11;2.45723568e+11;2.5078991e+11
IMAGE-GNM;SSP3_oct2020;BRIC;iNuptake_crops;kgN/yr;10346399716.0;12282659260.0;13964647742.0;16553065229.0;18610458370.0;20787816324.0;22280646464.0;25419903473.5;30108054481.0;34620146461.0;37464095117.0;39504531830.0;41598003143.0;42919335687.0;44001633191.0;44879596275.0;45921679398.0;46512658353.0;47108064199.0;47677499972.0;48226704626.0
IMAGE-GNM;SSP3_oct2020;INDUS;iNuptake_crops;kgN/yr;13709320892.0;15464215828.5;18521562724.0;21507683349.2;21180847371.0;22488635529.0;24177912621.0;25118628808.9;25623347439.9;29373731243.8;30552211813.9;31550163270.5;32454236935.2;33346011296.5;34260924619.0;35055753399.0;35875700400.5;36466691750.0;37129230839.5;37867871715.3;38396357275.0
IMAGE-GNM;SSP3_oct2020;ROW;iNuptake_crops;kgN/yr;9269255664.0;10356126136.8;11596562267.6;13705390574.5;15103883101.5;16461360181.3;18715693694.1;22751200394.5;26320456895.6;31306408405.8;35253892231.5;39437963369.8;43596272780.6;46966269666.3;50526257856.2;54057945820.2;57655149489.2;60100736800.3;62496679999.5;64427954702.7;66348621868.1
IMAGE-GNM;SSP3_oct2020;WRLD;iNuptake_crops;kgN/yr;33324977300.0;38102998100.0;44082769700.0;51766135200.0;54895189300.0;59737804200.0;65174249900.0;73289739100.0;82051855200.0;95300285300.0;1.03270195e+11;1.10492645e+11;1.17648516e+11;1.23231627e+11;1.28788817e+11;1.33993291e+11;1.39452529e+11;1.43080092e+11;1.46733976e+11;1.49973318e+11;1.52971679e+11
IMAGE-GNM;SSP3_oct2020;BRIC;iNuptake_grass;kgN/yr;10614891470.0;11790392200.0;13034244380.0;13889621730.0;15207342410.0;15796442600.0;16250211120.0;17021387750.0;17494896000.0;17922117180.0;18764547580.0;19719585070.0;20569507550.0;21309229070.0;22049437160.0;22765112610.0;23489697560.0;24052990560.0;24496206080.0;25127038910.0;25705362340.0
IMAGE-GNM;SSP3_oct2020;INDUS;iNuptake_grass;kgN/yr;18607880510.0;19896073770.0;19855508846.0;19784190438.0;19158604728.0;17549930320.0;17313057836.0;17077158524.0;16378443586.0;16023327720.0;15382575556.0;14938512072.0;15209440250.0;15585784218.0;15998036690.0;16491255020.0;16944403296.0;17154444596.0;17333456694.0;17553930936.0;17753763560.0
IMAGE-GNM;SSP3_oct2020;ROW;iNuptake_grass;kgN/yr;22225783289.5;22940919802.0;24389360252.5;25171709733.0;26084902185.0;26649286948.0;27393187747.0;28886591220.0;29874329680.0;30668683062.0;32644236577.0;35503537959.0;38269276229.0;40780841380.0;43408160289.0;45944982805.0;48353690730.0;50120588830.0;51793814698.0;53069280416.0;54359105220.0
IMAGE-GNM;SSP3_oct2020;WRLD;iNuptake_grass;kgN/yr;51448562000.0;54627389000.0;57279111000.0;58845516000.0;60450853000.0;59995668000.0;60956463000.0;62985142000.0;63747662000.0;64614134000.0;66791371000.0;70161637000.0;74048225000.0;77675856000.0;81455636000.0;85201347000.0;88787780000.0;91328004000.0;93623468000.0;95750250000.0;97818231000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iN_surplus_kg;kgN/yr;41274899300.0;46051387400.0;56414652800.0;61929157000.0;69189647000.0;72178532900.0;72307300400.0;80221294400.0;87760285900.0;89485453000.0;94967239300.0;99214608600.0;1.033143945e+11;1.056769567e+11;1.08163004e+11;1.09872509e+11;1.11677684e+11;1.12341995e+11;1.12889893e+11;1.13389655e+11;1.13725584e+11
IMAGE-GNM;SSP3_oct2020;INDUS;iN_surplus_kg;kgN/yr;43181944700.0;48287439800.0;50880788300.0;49379093700.0;48979150600.0;47260887000.0;45944762900.0;45766490200.0;43874294200.0;44125239600.0;44633953500.0;45159670600.0;46028534100.0;47210569500.0;48495677500.0;49808314200.0;51057529300.0;51548950400.0;52149097700.0;52572691600.0;52963245100.0
IMAGE-GNM;SSP3_oct2020;ROW;iN_surplus_kg;kgN/yr;69246919770.0;72756736500.0;78313066800.0;81783965500.0;84127793400.0;82114745500.0;84757065500.0;86075616600.0;88776460740.0;90463145180.0;95094517400.0;1.0049839456e+11;1.0649411957e+11;1.1106859275e+11;1.1628475746e+11;1.2113945326e+11;1.2599790964e+11;1.2863677072e+11;1.313998279e+11;1.3343873624e+11;1.3539267198e+11
IMAGE-GNM;SSP3_oct2020;WRLD;iN_surplus_kg;kgN/yr;1.5370374e+11;1.6709555e+11;1.8560852e+11;1.9309222e+11;2.0229661e+11;2.015542e+11;2.0300915e+11;2.120634e+11;2.2041105e+11;2.2407383e+11;2.3469572e+11;2.4487264e+11;2.5583709e+11;2.6395614e+11;2.7294345e+11;2.8082029e+11;2.8873313e+11;2.925277e+11;2.9643886e+11;2.9940105e+11;3.0208151e+11
IMAGE-GNM;SSP3_oct2020;BRIC;iN_surplus_agri_kg;kgN/yr;17234292400.0;21740863100.0;31359587800.0;36712792600.0;43857012600.0;48248574000.0;48476050400.0;55365864300.0;61682400300.0;62844514400.0;68067653200.0;72654090500.0;77323626100.0;80154502700.0;82929962900.0;85102302500.0;87400372800.0;88373642700.0;89302124300.0;90179242300.0;90981544200.0
IMAGE-GNM;SSP3_oct2020;INDUS;iN_surplus_agri_kg;kgN/yr;27802396790.0;32268830030.0;34124378640.0;32797024800.0;31867560970.0;30147227050.0;28318337930.0;27467811100.0;25530571180.0;25720566410.0;26417813430.0;27132663170.0;28217750030.0;29388941430.0;30622126900.0;31829534670.0;33058954500.0;33586235600.0;34098389060.0;34450346550.0;34885836380.0
IMAGE-GNM;SSP3_oct2020;ROW;iN_surplus_agri_kg;kgN/yr;23520110170.0;27144208640.0;31873261490.0;35415080290.0;37424904440.0;35777509970.0;38274581520.0;39672211040.0;42274877270.0;43797478260.0;48655066420.0;54512453850.0;60474014520.0;65797259350.0;71381852460.0;77078507370.0;82878026680.0;86146999040.0;89479257410.0;92101281630.0;94539039260.0
IMAGE-GNM;SSP3_oct2020;WRLD;iN_surplus_agri_kg;kgN/yr;68556804000.0;81153909000.0;97357218000.0;1.0492491e+11;1.1314947e+11;1.141733e+11;1.1506898e+11;1.2250589e+11;1.2948786e+11;1.3236255e+11;1.4314054e+11;1.5429919e+11;1.660154e+11;1.753407e+11;1.8493392e+11;1.9401037e+11;2.0333735e+11;2.0810686e+11;2.1287979e+11;2.1673088e+11;2.2040642e+11
IMAGE-GNM;SSP3_oct2020;BRIC;iN_surplus_arable_kg;kgN/yr;11262629240.0;15069421500.0;24012142900.0;28883976700.0;35287469400.0;39339053700.0;39311241800.0;45793801800.0;51909102000.0;52864012100.0;57581955000.0;61587127500.0;65719248700.0;68094515700.0;70417196500.0;72134985500.0;73970605200.0;74580284100.0;75201046100.0;75667915900.0;76092404500.0
IMAGE-GNM;SSP3_oct2020;INDUS;iN_surplus_arable_kg;kgN/yr;17741732170.0;21475283940.0;23403446670.0;22119964670.0;21563129700.0;20647568600.0;18958173480.0;18243100970.0;16657622940.0;17023354590.0;18030758130.0;18945089050.0;19858407450.0;20809564540.0;21811163240.0;22745163250.0;23719762680.0;24136540600.0;24554115190.0;24779848400.0;25106412860.0
IMAGE-GNM;SSP3_oct2020;ROW;iN_surplus_arable_kg;kgN/yr;11216596430.0;14383556110.0;18228785940.0;21331789660.0;22817706880.0;20819559740.0;22868083360.0;23382822620.0;25426126460.0;26513615800.0;30119472710.0;34273789900.0;38621310270.0;42461512570.0;46524398460.0;50733678300.0;55132751020.0;57354063050.0;59646991250.0;61490658720.0;63169919120.0
IMAGE-GNM;SSP3_oct2020;WRLD;iN_surplus_arable_kg;kgN/yr;40220959000.0;50928263000.0;65644376000.0;72335737000.0;79668298000.0;80806191000.0;81137492000.0;87419724000.0;93992845000.0;96400974000.0;1.0573219e+11;1.1480601e+11;1.2419897e+11;1.3136559e+11;1.3875275e+11;1.4561383e+11;1.5282312e+11;1.5607087e+11;1.5940216e+11;1.6193842e+11;1.6436874e+11
IMAGE-GNM;SSP3_oct2020;BRIC;iN_surplus_gras_kg;kgN/yr;5971662120.0;6671443340.0;7347444900.0;7828814420.0;8569544240.0;8909529480.0;9164802670.0;9572055790.0;9773301710.0;9980511630.0;10485691310.0;11066956670.0;11604375300.0;12059993430.0;12512768260.0;12967323980.0;13429759330.0;13793360360.0;14101078230.0;14511335100.0;14889144900.0
IMAGE-GNM;SSP3_oct2020;INDUS;iN_surplus_gras_kg;kgN/yr;10060663038.0;10793542252.0;10720934186.0;10677055894.0;10304434092.0;9499659316.0;9360163982.0;9224710900.0;8872946056.0;8697211168.0;8387053678.0;8187574464.0;8359338826.0;8579375932.0;8810958670.0;9084373466.0;9339190092.0;9449693550.0;9544275108.0;9670496090.0;9779424068.0
IMAGE-GNM;SSP3_oct2020;ROW;iN_surplus_gras_kg;kgN/yr;12303511860.0;12760652350.5;13644475763.2;14083290689.0;14607198920.0;14957949314.0;15406498640.0;16289389254.0;16848750668.5;17283859972.5;18535592491.0;20238668167.5;21852705248.0;23335749191.0;24857448760.5;26344828814.0;27745274640.5;28792945047.0;29832265398.0;30610628896.0;31369119050.0
IMAGE-GNM;SSP3_oct2020;WRLD;iN_surplus_gras_kg;kgN/yr;28335835000.0;30225637000.0;31712858000.0;32589162000.0;33481177000.0;33367138000.0;33931469000.0;35086160000.0;35495002000.0;35961582000.0;37408338000.0;39493198000.0;41816420000.0;43975127000.0;46181175000.0;48396530000.0;50514219000.0;52036002000.0;53477622000.0;54792458000.0;56037687000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iNH3_volatization;kgN/yr;3479813749.79;4347293140.4;5869963313.02;7031765193.92;8529143968.18;9702811934.19;9996394680.17;11229805046.6;12861831982.9;13422961550.8;14621883432.0;15642153168.7;16734579478.4;17359932141.9;17946871487.6;18454375505.6;19009096432.6;19306408787.0;19618856614.7;19883497668.6;20143448719.7
IMAGE-GNM;SSP3_oct2020;INDUS;iNH3_volatization;kgN/yr;3768530835.25;4293813376.56;4489485818.76;4567311928.66;4428737839.8;4366087657.28;4466059597.73;4457382699.07;4408048688.23;4680548486.18;4809477131.31;4934718340.41;5120316650.93;5312051088.91;5504487059.1;5681235474.9;5857981531.38;5945094117.6;6044277405.89;6130709436.27;6217386818.67
IMAGE-GNM;SSP3_oct2020;ROW;iNH3_volatization;kgN/yr;4720049629.48;5379927588.63;6335216360.94;7116820988.71;7740767564.09;8036204877.72;8824478569.69;9586160340.57;10389222010.9;11156316984.9;12594132743.4;14147180524.5;15645213915.8;16885251686.2;18152848651.3;19472507339.5;20782422951.9;21604914087.4;22519864100.4;23163563957.7;23749977745.0
IMAGE-GNM;SSP3_oct2020;WRLD;iNH3_volatization;kgN/yr;11968394730.0;14021033920.0;16694665160.0;18715898600.0;20698649400.0;22105104340.0;23286933310.0;25273348610.0;27659102070.0;29259825980.0;32025493290.0;34724052290.0;37500109780.0;39557236540.0;41604206320.0;43608116980.0;45649504910.0;46856419300.0;48183002400.0;49177768600.0;50110815600.0
IMAGE-GNM;SSP3_oct2020;BRIC;iNH3_volatization_arable;kgN/yr;2057391435.79;2728874947.0;4108623809.62;5155645164.12;6477032253.38;7563187279.81;7795968300.76;8952630321.92;10586342735.8;11123357196.1;12178142520.2;13026447724.7;13945706692.4;14432465169.9;14883861777.6;15243528337.6;15646348630.6;15821470897.7;16016153499.2;16140895353.6;16270886906.6
IMAGE-GNM;SSP3_oct2020;INDUS;iNH3_volatization_arable;kgN/yr;1682674098.76;2027160325.06;2278055280.06;2369194360.76;2335134597.3;2387828690.48;2525777928.62;2551453617.57;2554437372.43;2850478892.09;3014956420.81;3149363444.31;3279309765.03;3412296645.11;3549830192.0;3664543340.5;3780678768.28;3847306314.9;3928626162.89;3983327757.97;4046719202.67
IMAGE-GNM;SSP3_oct2020;ROW;iNH3_volatization_arable;kgN/yr;1941873989.66;2451098568.06;3143323730.82;3821405802.56;4312813462.9;4499379011.33;5157919059.96;5676739905.56;6343755215.25;7016178918.59;8048927545.33;9124315279.68;10193628092.8;11027007028.0;11898898389.6;12818386583.5;13760157886.6;14292222239.2;14884949168.0;15296913114.2;15677620382.7
IMAGE-GNM;SSP3_oct2020;WRLD;iNH3_volatization_arable;kgN/yr;5681939540.0;7207133820.0;9530003400.0;11346245510.0;13124980100.0;14450394810.0;15479665990.0;17180823710.0;19484535450.0;20990015240.0;23242026410.0;25300127010.0;27418644120.0;28871770390.0;30332590220.0;31726457100.0;33187188010.0;33961001600.0;34829732800.0;35421133000.0;35995228100.0
IMAGE-GNM;SSP3_oct2020;BRIC;iNH3_volatization_grass;kgN/yr;1422422314.0;1618418193.4;1761339503.4;1876120029.8;2052111714.8;2139624654.38;2200426379.41;2277174724.67;2275489247.12;2299604354.75;2443740911.75;2615705444.0;2788872786.0;2927466972.0;3063009710.0;3210847168.0;3362747802.0;3484937889.3;3602703115.5;3742602315.0;3872561813.12
IMAGE-GNM;SSP3_oct2020;INDUS;iNH3_volatization_grass;kgN/yr;2085856736.49;2266653051.5;2211430538.7;2198117567.9;2093603242.5;1978258966.8;1940281669.1;1905929081.5;1853611315.8;1830069594.1;1794520710.5;1785354896.1;1841006885.9;1899754443.8;1954656867.1;2016692134.4;2077302763.1;2097787802.7;2115651243.0;2147381678.3;2170667616.0
IMAGE-GNM;SSP3_oct2020;ROW;iNH3_volatization_grass;kgN/yr;2778175639.82;2928829020.58;3191892630.12;3295415186.15;3427954101.19;3536825866.39;3666559509.74;3909420435.01;4045466795.62;4140138066.26;4545205198.1;5022865244.8;5451585823.01;5858244658.19;6253950261.71;6654120755.92;7022265065.32;7312691848.19;7634914932.41;7866650843.48;8072357362.35
IMAGE-GNM;SSP3_oct2020;WRLD;iNH3_volatization_grass;kgN/yr;6286455190.0;6813900100.0;7164661760.0;7369653090.0;7573669300.0;7654709530.0;7807267320.0;8092524900.0;8174566620.0;8269810740.0;8783466880.0;9423925280.0;10081465660.0;10685466150.0;11271616100.0;11881659880.0;12462316900.0;12895417700.0;13353269600.0;13756635600.0;14115587500.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5manure;kgP2O5/yr;7953393714.0;8768090710.0;9669423222.0;10602883972.0;11737596020.0;12888414320.0;13284983554.0;13913314230.0;14129916850.0;14483224874.0;15173849944.0;16241393078.0;17319919316.0;18222203100.0;19128314922.0;19952767400.0;20768376306.0;21268878501.2;21758777396.0;22275567463.0;22789233276.8
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5manure;kgP2O5/yr;10617243592.0;11275148346.0;10981098310.0;10788126950.0;10322692012.0;9822295910.0;9540278630.0;9232687515.0;8896544271.0;8753689444.0;8901734336.0;9190712207.0;9478209444.0;9813945151.0;10144827390.0;10493807340.5;10841370499.5;10934261307.0;11025630938.5;11164659677.0;11308660575.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5manure;kgP2O5/yr;11595727367.0;12349475766.5;13586090376.5;14215138978.6;14931245511.3;15340012314.0;15785350409.7;17019483031.9;18324053124.6;19381712195.5;20500524028.8;22580004682.2;24628141448.9;26704636282.8;28775733136.6;30785504277.0;32779090194.1;34390427261.0;36012415473.0;37451413726.9;38894733149.8
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5manure;kgP2O5/yr;30166366400.0;32392714000.0;34236612000.0;35606147800.0;36991532600.0;38050723200.0;38610613000.0;40165485600.0;41350516400.0;42618627000.0;44576109600.0;48012110200.0;51426269200.0;54740781000.0;58048878600.0;61232073000.0;64388837500.0;66593558600.0;68796822500.0;70891637100.0;72992626600.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5manure_crops;kgP2O5/yr;3568367342.0;3822332980.0;4293348372.0;4907932882.0;5528698150.0;6557554150.0;6867190204.0;7287222970.0;7535283322.0;7814281834.0;8273938434.0;8877431348.0;9495659586.0;10006710700.0;10520376342.0;10931928030.0;11328587386.0;11490854722.0;11651753890.0;11782146058.0;11928650896.8
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5manure_crops;kgP2O5/yr;3032112600.0;3215105928.0;3260768120.0;3162407030.0;2987467100.0;3306183948.0;3151702396.0;3000307023.0;2870608445.0;2860538688.0;2900621390.0;3000012313.0;3103850480.0;3219335067.0;3329977068.0;3426431490.5;3522716737.5;3509777535.0;3497479032.5;3493157769.0;3519382357.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5manure_crops;kgP2O5/yr;3594883361.0;3980810572.5;4492285267.0;4839409417.0;5162551300.0;5266348613.73;5406854552.5;5966417640.0;6892705751.0;7630855871.5;8292302470.0;9401028328.0;10494882985.0;11607543655.0;12708667100.0;13764266091.5;14862816450.0;15763526307.0;16636776593.0;17511601640.5;18376814417.6
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5manure_crops;kgP2O5/yr;10195364600.0;11018249000.0;12046402000.0;12909748800.0;13678716600.0;15130086200.0;15425749000.0;16253948600.0;17298598400.0;18305676000.0;19466863600.0;21278471200.0;23094390200.0;24833588000.0;26559021600.0;28122622000.0;29714121500.0;30764155600.0;31786008500.0;32786902100.0;33824849600.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5manure_grass;kgP2O5/yr;4385026372.0;4945757730.0;5376074850.0;5694951090.0;6208897870.0;6330860170.0;6417793350.0;6626091260.0;6594633528.0;6668943040.0;6899911510.0;7363961730.0;7824259730.0;8215492400.0;8607938580.0;9020839370.0;9439788920.0;9778023779.19;10107023506.0;10493421405.0;10860582380.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5manure_grass;kgP2O5/yr;7585130992.0;8060042418.0;7720330190.0;7625719920.0;7335224912.0;6516111962.0;6388576234.0;6232380492.0;6025935826.0;5893150756.0;6001112946.0;6190699894.0;6374358964.0;6594610084.0;6814850322.0;7067375850.0;7318653762.0;7424483772.0;7528151906.0;7671501908.0;7789278218.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5manure_grass;kgP2O5/yr;8000844006.03;8368665194.04;9093805109.5;9375729561.56;9768694211.34;10073663700.3;10378495857.2;11053065391.9;11431347373.6;11750856324.0;12208221558.8;13178976354.2;14133258463.9;15097092627.8;16067066036.6;17021238185.5;17916273744.1;18626900954.0;19375638880.0;19939812086.4;20517918732.2
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5manure_grass;kgP2O5/yr;19971001800.0;21374465000.0;22190210000.0;22696399000.0;23312816000.0;22920637000.0;23184864000.0;23911537000.0;24051918000.0;24312951000.0;25109246000.0;26733639000.0;28331879000.0;29907193000.0;31489857000.0;33109451000.0;34674716000.0;35829403000.0;37010814000.0;38104735000.0;39167777000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5fertilizer;kgP2O5/yr;3433668599.0;5388751964.0;8685504937.0;10078748888.0;13980454241.0;13439432636.0;15442299430.0;20459644749.8;26270544178.6;27946011750.4;30319063750.6;31177373090.0;32675018450.0;32449623600.0;32613635140.0;32304955420.0;32122056570.0;32172474240.0;32146369660.0;31838872460.0;31438515940.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5fertilizer;kgP2O5/yr;13900114224.0;14508927926.1;15736251897.2;14086731229.0;11753087822.0;10856869689.0;10064117675.0;10256377703.0;8215123971.0;9922822373.0;11464231774.0;11374023679.0;11637111745.0;12568771216.0;13029158384.0;13631973224.5;13594806602.5;14214087045.5;14328425304.0;14482615564.0;14147292568.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5fertilizer;kgP2O5/yr;3404789020.45;5285713786.66;6880460866.35;8892484325.64;9802012888.8;6102379731.9;6672016199.2;7731555550.69;8494324942.6;9762946513.78;14790356700.7;17314586441.4;21136917610.1;22442767765.5;25672858644.5;26999227795.5;29691297299.5;30517522883.5;33046988080.5;33008282766.5;34607186897.8
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5fertilizer;kgP2O5/yr;20738569680.0;25183394600.0;31302218800.0;33057966700.0;35535555800.0;30398683900.0;32178439000.0;38447578400.0;42979993720.0;47631778100.0;56573651400.0;59865986200.0;65449048800.0;67461159300.0;71315658700.0;72936160700.0;75408156800.0;76904081000.0;79521782600.0;79329774400.0;80192997800.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5fertilizer_arable;kgP2O5/yr;3426356936.0;5378390068.0;8673365590.0;10064239850.0;13966295670.0;13439432636.0;15442299430.0;20458671710.0;26269892010.0;27944923430.0;30210534000.0;31048824670.0;32525634990.0;32297696460.0;32463667000.0;32153519440.0;31968244970.0;32018132190.0;31993094250.0;31683592780.0;31288381280.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5fertilizer_arable;kgP2O5/yr;11938767892.0;12626008598.1;13800026817.2;12392561867.0;10468690532.0;9590269467.0;9028721151.0;9186469205.0;7467867847.0;9069665679.0;11016108052.0;11332771099.0;11597834929.0;12530861488.0;12993259916.0;13598659316.5;13564780684.5;14187584547.5;14305611132.0;14463695286.0;14129550256.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5fertilizer_arable;kgP2O5/yr;3325446869.11;5190289184.66;6746692899.21;8727730095.9;9624934357.9;6014786939.4;6561075859.7;7616411434.4;8352638507.0;9599996739.18;14105983435.3;16123061305.4;19538204847.4;20441879582.5;23338896525.0;24398737526.0;26854380938.5;27493975418.5;29829376416.5;29700368653.5;31176043052.3
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5fertilizer_arable;kgP2O5/yr;18690569680.0;23194688800.0;29220086300.0;31184533900.0;34059921200.0;29044490900.0;31032102200.0;37261552700.0;42090399100.0;46614583200.0;55332624800.0;58504660000.0;63661675900.0;65270434200.0;68795830000.0;70150920600.0;72387402600.0;73699689100.0;76128081200.0;75847660600.0;76593977300.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5fertilizer_grass;kgP2O5/yr;7311663.0;10361896.0;12139347.0;14509038.0;14158571.0;0.0;0.0;973039.81;652168.56;1088320.4;108529750.57;128548420.0;149383460.0;151927140.0;149968140.0;151435980.0;153811600.0;154342050.0;153275410.0;155279680.0;150134660.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5fertilizer_grass;kgP2O5/yr;1961346332.0;1882919328.0;1936225080.0;1694169362.0;1284397290.0;1266600222.0;1035396524.0;1069908498.0;747256124.0;853156694.0;448123722.0;41252580.0;39276816.0;37909728.0;35898468.0;33313908.0;30025918.0;26502498.0;22814172.0;18920278.0;17742312.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5fertilizer_grass;kgP2O5/yr;79342151.34;95424602.0;133767967.14;164754229.74;177078530.9;87592792.5;110940339.5;115144116.29;141686435.6;162949774.6;684373265.4;1191525136.0;1598712762.7;2000888183.0;2333962119.5;2600490269.5;2836916361.0;3023547465.0;3217611664.0;3307914113.0;3431143845.5
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5fertilizer_grass;kgP2O5/yr;2048000000.0;1988705800.0;2082132500.0;1873432800.0;1475634600.0;1354193000.0;1146336800.0;1186025700.0;889594620.0;1017194900.0;1241026600.0;1361326200.0;1787372900.0;2190725100.0;2519828700.0;2785240100.0;3020754200.0;3204391900.0;3393701400.0;3482113800.0;3599020500.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5uptake;kgP2O5/yr;8208960452.2;9496710226.8;10631320028.0;12035813763.5;13417962598.5;14510668406.2;15132777888.5;16497190763.2;18631567130.0;20459425758.0;21972473884.0;23250118052.0;24537859547.5;25440798932.5;26229139318.5;26959398109.5;27770368472.0;28334764909.0;28895690658.5;29475076054.0;30015996852.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5uptake;kgP2O5/yr;14035777616.3;15165596461.7;16102224993.6;17019613910.4;16171606388.1;15897109985.2;16296572858.3;16667065521.8;16391369427.5;17801328422.5;17990649842.6;18217196454.2;18748776590.6;19299335007.8;19856985572.4;20389965893.2;20935633108.1;21241653127.8;21582660524.2;21993744442.5;22282190477.1
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5uptake;kgP2O5/yr;11349592517.6;12247300214.2;13492058080.9;14780514762.6;15650857803.5;16547711673.2;17702987319.7;19952219818.4;21851753811.9;24169449316.4;26759442191.9;29917187174.7;32941420774.6;35616989966.1;38321094916.3;40940355076.0;43503596081.5;45390048256.6;47295024015.2;48751603984.6;50237577086.5
